Group,Intent,Question,Answer,Language,Tags,Source,Use Logs?
Time-based Action,ask_time_based_action,How should I adjust allergy treatment if symptoms worsen at night?,"Use air purifiers, close windows, and take nighttime medications before sleep if prescribed.",en,"time, nighttime allergies",Mayo Clinic,no
Time-based Action,ask_time_based_action,What should I do if symptoms spike after outdoor activity?,"Change clothes, wash your face, and consider using rescue medications after outdoor exposure.",en,"time, post-activity",AAFA,no
Time-based Action,ask_time_based_action,What actions should I take for evening allergy flare-ups?,"Avoid outdoor exposure during peak pollen times, and use antihistamines in the evening if advised.",en,"time, evening symptoms",AAFA,no
Time-based Action,ask_time_based_action,How do I respond if symptoms worsen during sleep?,Elevate your head and ensure your bedding is allergen-free. Consider adjusting air quality in your bedroom.,en,"time, overnight symptoms",Healthline,no
Time-based Action,ask_time_based_action,What if symptoms are worse immediately after waking up?,This may be due to dust mites or poor overnight air quality. Wash your pillowcases regularly and review filter settings.,en,"time, waking symptoms",AAFA,no
Time-based Action,ask_time_based_action,How does rainy weather affect allergy symptoms?,Rain may clear pollen temporarily but increase indoor allergens like mold. Adjust medications if symptoms rise indoors.,en,"time, rain and mold",Mayo Clinic,no
Time-based Action,ask_time_based_action,What if symptoms spike before bedtime?,"Try to shower before bed, keep doors and windows closed, and avoid late-evening outdoor activities.",en,"time, pre-sleep flare",Healthline,no
Time-based Action,ask_time_based_action,How can I manage symptoms that worsen around lunch?,Symptoms peaking midday may relate to pollen or food triggers. Stay hydrated and use prescribed meds consistently.,en,"time, midday symptoms",AAFA,no
Time-based Action,ask_time_based_action,What if my allergy worsens during exercise?,"Pause exercise, move indoors, and use fast-acting allergy relief if symptoms spike.",en,"time, exercise flare",Healthline,no
Time-based Action,ask_time_based_action,How quickly should I take medication when symptoms worsen?,Follow your doctor's plan and take fast-acting medications at the first sign of a flare-up.,en,"time, rapid action",AAFA,no
Time-based Action,ask_time_based_action,Is there a better time to use allergy medication?,"For daily control, take medication in the morning or before peak symptom times like evening or bedtime.",en,"time, medication timing",Mayo Clinic,no
Time-based Action,ask_time_based_action,What should I do if symptoms always get worse after lunch?,This may be due to delayed pollen exposure. Consider adjusting medication timing and limiting outdoor activity.,en,"time, post-lunch symptoms",Healthline,no
Time-based Action,ask_time_based_action,Should I use nasal spray in the morning or night?,"Use nasal spray at a consistent time daily, ideally before peak symptoms, usually morning or evening.",en,"time, spray timing",AAFA,no
Time-based Action,ask_time_based_action,Can I take antihistamines more than once a day?,Only if prescribed. Some non-drowsy antihistamines are safe for repeat use; consult your doctor.,en,"time, multiple doses",AAFA,no
Time-based Action,ask_time_based_action,What should I do if symptoms worsen before a workout?,"Pre-medicate if recommended, warm up indoors, and avoid outdoor exercise on high-pollen days.",en,"time, pre-workout",Healthline,no
Time-based Action,ask_time_based_action,Is it normal to sneeze more at night?,Yes. Dust or indoor allergens may accumulate. Clean bedding regularly and use filters in bedrooms.,en,"time, nighttime sneezing",Mayo Clinic,no
Time-based Action,ask_time_based_action,Why are my eyes itchier in the afternoon?,Pollen levels often peak in early afternoon. Use eye drops and avoid opening windows during this time.,en,"time, eye afternoon",AAFA,no
Time-based Action,ask_time_based_action,What if my allergy symptoms get worse after dinner?,Consider whether food or indoor allergens are contributing. Use symptom trackers to identify patterns.,en,"time, evening food link",Healthline,no
Time-based Action,ask_time_based_action,How should I treat allergy symptoms that return every afternoon?,Keep windows closed during the day and take medications 30 minutes before peak symptom time.,en,"time, returning symptoms",Mayo Clinic,no
Time-based Action,ask_time_based_action,What should I do if my allergy symptoms are worse in the morning?,Morning allergies may be caused by overnight allergen exposure. Pre-medicate before bed and keep windows closed at night.,en,"time, morning allergies",Healthline,no
Time-based Action,ask_time_based_action,How should I adjust allergy treatment if symptoms worsen at night?,"Use air purifiers, close windows, and take nighttime medications before sleep if prescribed.",en,"time, nighttime allergies",Mayo Clinic,no
Time-based Action,ask_time_based_action,What should I do if symptoms spike after outdoor activity?,"Change clothes, wash your face, and consider using rescue medications after outdoor exposure.",en,"time, post-activity",AAFA,no
Time-based Action,ask_time_based_action,What actions should I take for evening allergy flare-ups?,"Avoid outdoor exposure during peak pollen times, and use antihistamines in the evening if advised.",en,"time, evening symptoms",AAFA,no
Time-based Action,ask_time_based_action,How do I respond if symptoms worsen during sleep?,Elevate your head and ensure your bedding is allergen-free. Consider adjusting air quality in your bedroom.,en,"time, overnight symptoms",Healthline,no
Time-based Action,ask_time_based_action,What if symptoms are worse immediately after waking up?,This may be due to dust mites or poor overnight air quality. Wash your pillowcases regularly and review filter settings.,en,"time, waking symptoms",AAFA,no
Time-based Action,ask_time_based_action,How does rainy weather affect allergy symptoms?,Rain may clear pollen temporarily but increase indoor allergens like mold. Adjust medications if symptoms rise indoors.,en,"time, rain and mold",Mayo Clinic,no
Time-based Action,ask_time_based_action,What if symptoms spike before bedtime?,"Try to shower before bed, keep doors and windows closed, and avoid late-evening outdoor activities.",en,"time, pre-sleep flare",Healthline,no
Time-based Action,ask_time_based_action,How can I manage symptoms that worsen around lunch?,Symptoms peaking midday may relate to pollen or food triggers. Stay hydrated and use prescribed meds consistently.,en,"time, midday symptoms",AAFA,no
Time-based Action,ask_time_based_action,What if my allergy worsens during exercise?,"Pause exercise, move indoors, and use fast-acting allergy relief if symptoms spike.",en,"time, exercise flare",Healthline,no
Time-based Action,ask_time_based_action,How quickly should I take medication when symptoms worsen?,Follow your doctor's plan and take fast-acting medications at the first sign of a flare-up.,en,"time, rapid action",AAFA,no
Time-based Action,ask_time_based_action,Is there a better time to use allergy medication?,"For daily control, take medication in the morning or before peak symptom times like evening or bedtime.",en,"time, medication timing",Mayo Clinic,no
Time-based Action,ask_time_based_action,What should I do if symptoms always get worse after lunch?,This may be due to delayed pollen exposure. Consider adjusting medication timing and limiting outdoor activity.,en,"time, post-lunch symptoms",Healthline,no
Time-based Action,ask_time_based_action,Should I use nasal spray in the morning or night?,"Use nasal spray at a consistent time daily, ideally before peak symptoms, usually morning or evening.",en,"time, spray timing",AAFA,no
Time-based Action,ask_time_based_action,Can I take antihistamines more than once a day?,Only if prescribed. Some non-drowsy antihistamines are safe for repeat use; consult your doctor.,en,"time, multiple doses",AAFA,no
Time-based Action,ask_time_based_action,What should I do if symptoms worsen before a workout?,"Pre-medicate if recommended, warm up indoors, and avoid outdoor exercise on high-pollen days.",en,"time, pre-workout",Healthline,no
Time-based Action,ask_time_based_action,Is it normal to sneeze more at night?,Yes. Dust or indoor allergens may accumulate. Clean bedding regularly and use filters in bedrooms.,en,"time, nighttime sneezing",Mayo Clinic,no
Time-based Action,ask_time_based_action,Why are my eyes itchier in the afternoon?,Pollen levels often peak in early afternoon. Use eye drops and avoid opening windows during this time.,en,"time, eye afternoon",AAFA,no
Time-based Action,ask_time_based_action,What if my allergy symptoms get worse after dinner?,Consider whether food or indoor allergens are contributing. Use symptom trackers to identify patterns.,en,"time, evening food link",Healthline,no
Time-based Action,ask_time_based_action,How should I treat allergy symptoms that return every afternoon?,Keep windows closed during the day and take medications 30 minutes before peak symptom time.,en,"time, returning symptoms",Mayo Clinic,no
Air Quality Awareness,ask_air_quality,What does it mean if the AQI is 40?,An AQI of 40 is considered good. You can enjoy outdoor activities safely.,en,"AQI good, air quality safe",EPA,no
Air Quality Awareness,ask_air_quality,What should I do if the AQI is 75?,This is a moderate level. People with allergies should consider limiting prolonged outdoor activity.,en,"AQI moderate, allergy sensitivity",CDC,no
Air Quality Awareness,ask_air_quality,Is AQI 110 bad for someone with asthma?,Yes. AQI between 101-150 can affect sensitive individuals. It's best to stay indoors and use air purifiers.,en,AQI unhealthy for sensitive groups,AirNow.gov,no
Air Quality Awareness,ask_air_quality,Can I go jogging if the AQI is 160?,AQI above 150 is unhealthy. Try indoor exercise and avoid outdoor exertion during this time.,en,"AQI unhealthy, outdoor exercise",Mayo Clinic,no
Air Quality Awareness,ask_air_quality,What happens if AQI is 190?,AQI of 190 is considered unhealthy for everyone. Avoid outdoor activity and wear a mask if you must go outside.,en,"AQI unhealthy, general warning",EPA,no
Air Quality Awareness,ask_air_quality,Is AQI 250 dangerous?,Yes. AQI between 201-300 is very unhealthy. Stay indoors and consider using HEPA filters and air-tight rooms.,en,AQI very unhealthy,CDC,no
Air Quality Awareness,ask_air_quality,How dangerous is an AQI of 320?,AQI over 300 is hazardous. Everyone should stay indoors and seek medical attention if symptoms worsen.,en,AQI hazardous,WHO,no
Air Quality Awareness,ask_air_quality,What is considered a safe AQI for sensitive individuals?,"For people with allergies or asthma, AQI under 100 is safest. Avoid outdoor activity above this level.",en,AQI threshold for sensitive groups,CDC,no
Air Quality Awareness,ask_air_quality,Does poor AQI increase allergy symptoms?,"Yes. High AQI, especially PM2.5 and ozone levels, can worsen sneezing, coughing, and congestion.",en,AQI and allergy impact,Mayo Clinic,no
Air Quality Awareness,ask_air_quality,How can I check today's AQI?,Use air quality apps or websites like AirNow.gov..,en,AQI monitoring,AirNow.gov,no
Air Quality Awareness,ask_air_quality,What should children do when AQI is above 150?,"Children should stay indoors, especially if they have respiratory conditions. Use indoor air purifiers if available.",en,AQI and children,CDC,no
Air Quality Awareness,ask_air_quality,How does poor air quality affect older adults?,"Older adults may experience shortness of breath, coughing, or worsened chronic conditions. Stay indoors during high AQI.",en,AQI elderly impact,WHO,no
Air Quality Awareness,ask_air_quality,Do people with hay fever need to worry about AQI?,Yes. Even moderate AQI levels can trigger symptoms in allergy-prone individuals.,en,AQI and hay fever,Mayo Clinic,no
Air Quality Awareness,ask_air_quality,What should someone with asthma do on a high AQI day?,"Stay indoors, monitor symptoms, and keep rescue inhalers nearby. Avoid outdoor exertion.",en,AQI asthma guidance,CDC,no
Air Quality Awareness,ask_air_quality,Can air quality affect skin allergies?,"Yes. Pollution can irritate skin, especially in those with eczema or sensitive skin. Avoid exposure and hydrate.",en,AQI skin impact,WHO,no
Air Quality Awareness,ask_air_quality,Does rain help lower AQI?,"Yes. Rain can temporarily clear pollutants and lower AQI. However, mold allergens may rise afterward.",en,AQI after rain,EPA,no
Air Quality Awareness,ask_air_quality,What kind of mask works best in poor air quality?,N95 or KN95 masks are best for filtering particulate matter during high AQI days.,en,AQI mask protection,CDC,no
Air Quality Awareness,ask_air_quality,Should I close windows when AQI is bad?,Yes. Keep windows shut and use air filtration indoors to reduce pollutant exposure.,en,AQI home preparation,EPA,no
Air Quality Awareness,ask_air_quality,Can I cook indoors during bad air days?,"Yes, but avoid heavy frying or smoking foods that can worsen indoor air quality. Use kitchen ventilation.",en,AQI and indoor activity,EPA,no
Air Quality Awareness,ask_air_quality,How long does it take for AQI to improve after rain?,"Usually within hours, but local factors affect timing. Check real-time AQI apps for updates.",en,AQI recovery timing,AirNow.gov,no
